,R1_15-1,R1_15-2,R2_15-1,R2_15-2,R3_15-1,R3_15-2,R4_15-1,R4_15-2,R1_20-1,R1_20-2,R2_20-1,R2_20-2,R3_20-1,R3_20-2,R4_20-1,R4_20-2,R1_25-1,R1_25-2,R2_25-1,R2_25-2,R3_25-1,R3_25-2,R4_25-1,R4_25-2,R1_30-1,R1_30-2,R2_30-1,R2_30-2,R3_30-1,R3_30-2,R4_30-1,R4_30-2,R1_35-1,R1_35-2,R2_35-1,R2_35-2,R3_35-1,R3_35-2,R4_35-1,R4_35-2,QC_1,QC_2,QC_3,QC_4,QC_5,QC_6
604.82937247293/749.402941385272,7.451207,7.818914,7.716097,8.263342,7.746231,8.350598,7.177172,7.745972,6.843706,7.259851,6.700157,6.805607,6.27999,6.783909,6.801326,7.080429,5.603668,6.302917,6.146732,6.911963,6.594979,6.437465,8.208498,7.826434,6.122071,6.148807,6.288922,7.29395,6.60196,7.123016,7.888864,7.85385,6.729321,6.356887,6.634692,7.263921,6.00183,6.326251,8.906671,9.103199,7.313847,7.402895,7.229447,7.095661,7.380065,7.388535
537.16380390368/518.263454748808,9.046557,8.535109,8.514448,8.352829,9.048775,9.004563,8.667455,8.36889,9.04117,8.331608,7.924087,8.361565,9.453155,8.581823,8.700988,8.348893,8.130872,8.275358,8.171477,8.12136,8.678066,8.536571,8.465458,8.652381,8.456487,8.48329,8.712429,8.55981,9.403899,9.126784,8.328449,7.749661,9.371824,8.941451,9.345318,9.315168,9.402405,9.294433,8.904511,8.643024,8.939583,8.616462,8.944686,9.294792,8.604434,8.58961
31.306333006474/986.77276908594,13.73482,12.9803,14.46755,14.16144,12.11979,11.5697,13.99144,13.50055,13.25235,13.24589,13.55817,13.59121,13.47908,13.18316,13.14359,13.03983,12.47342,12.24286,12.98757,12.77048,12.47117,12.23689,12.49595,12.48681,11.62221,11.95688,12.20254,12.0253,11.69756,11.79024,11.93506,12.06025,12.14196,12.1425,12.02974,11.78377,10.87342,11.10617,11.41341,11.34426,12.58619,12.55977,12.83195,12.64776,12.77765,12.71052
31.2603156441136/1199.71449924832,11.616941,10.966766,12.647279,12.475037,10.622962,9.896558,12.473428,12.231717,11.765244,11.373317,12.145266,12.069727,11.935928,11.766425,11.533728,11.128284,10.830432,10.13786,11.401795,11.315807,11.022914,11.168113,10.87109,10.617497,9.760775,10.30738,10.51068,10.747708,9.727223,9.842003,10.100455,10.429815,10.438939,10.013537,9.933818,10.051651,8.708615,9.210354,9.869374,9.162465,11.30651,11.110721,11.0547,11.05532,10.666146,11.355195
37.5508246170847/674.191558821939,7.4195,7.886027,8.025417,7.745505,8.482453,7.916203,7.177172,7.656708,7.227003,6.599402,6.639443,7.683507,9.569311,10.065195,7.533341,8.141915,6.887857,7.120603,8.766991,8.703413,10.48291,10.306892,9.196287,8.729772,8.000898,7.955409,8.253268,7.72447,7.985432,8.120943,9.405957,9.339303,8.402354,8.377049,8.721856,8.903193,8.218769,8.232265,8.888672,8.803466,8.718396,7.82476,8.356916,8.202923,8.1616,8.162692
541.855646501508/314.173617832918,8.556976,8.744127,9.627142,8.378731,8.9548,8.136986,8.934557,7.91892,8.922577,8.527748,9.915974,9.49084,9.176447,8.616747,8.680159,8.470328,9.498586,9.333003,9.09306,8.309526,8.993905,8.185541,8.686048,8.571246,9.787041,9.356397,9.304268,9.26955,8.774131,7.568501,8.882679,9.13046,8.81895,8.136272,9.911965,9.361604,8.647415,8.650673,7.545683,6.877548,8.988689,8.925407,9.14289,8.048084,7.963848,8.216736
796.676667865954/298.243664575711,13.005919,12.01154,11.778295,12.314019,12.077715,11.695417,11.990622,11.555399,11.386904,11.186986,11.55059,11.115692,10.911115,10.38515,10.623036,10.689616,11.075107,10.582534,10.751705,10.608554,10.606646,10.396151,10.057127,9.702119,9.948532,9.605338,10.363906,9.855389,10.191413,9.924692,9.3166,9.309612,9.787421,9.638723,9.959506,9.932291,9.699569,9.917317,10.118494,8.635367,10.370356,10.229084,10.621746,9.833823,10.069766,10.329747
553.956247965495/716.280275373948,7.73499,8.181477,8.345068,8.110939,8.11235,8.166177,7.794152,7.963907,8.628166,8.331608,8.497141,8.866337,8.589426,8.910587,8.176001,8.641044,8.626716,8.374317,8.662947,8.99433,9.369324,9.222562,8.427724,8.781923,9.076081,8.428659,9.278705,9.461513,9.689491,9.658731,8.924821,8.73847,9.050483,8.934735,8.530394,8.011173,9.392258,9.447133,8.869728,9.117745,8.570643,8.243084,8.351038,8.60822,8.683839,8.705569
542.302505225466/803.190847148604,7.834522,8.69337,8.08589,7.745505,9.41423,8.992139,7.784827,8.513221,8.671198,8.587886,8.68184,8.656182,9.313396,9.700747,9.046535,9.123262,8.488942,8.410801,8.589358,8.906084,9.883919,9.896836,8.879708,9.22162,9.513748,9.36888,9.023809,9.125019,9.708342,10.248163,8.555681,8.764039,8.821602,9.06072,7.78555,8.085688,9.549184,9.643585,8.679334,8.057097,8.913225,8.779013,8.669573,8.855127,8.856622,8.671081
556.250142950761/737.280763104653,11.15161,10.21574,10.91361,10.67354,12.43526,11.82578,11.87094,11.83433,14.68422,14.34484,15.40862,15.16394,15.53932,15.36008,14.52545,14.38466,15.66057,15.56249,15.92523,15.84236,16.18239,16.21741,15.53782,15.44968,15.71831,15.53599,16.3544,16.26901,16.54461,16.4206,15.82883,15.78443,15.73693,15.66014,14.72963,14.60355,16.1194,16.21618,15.72204,15.72736,15.42305,15.44307,15.42618,15.30771,15.34052,15.16345
665.381653902823/1079.59981321299,8.231404,8.233943,8.037351,8.077739,9.597789,9.045997,8.369778,8.771167,8.127435,9.153556,9.133513,9.225615,8.227409,8.257352,9.640889,9.510572,9.358688,9.517614,8.714455,8.628006,8.257134,8.575609,9.379849,9.475461,9.469774,9.137852,9.087949,8.229529,8.763179,7.894294,8.705705,8.969032,8.415909,8.35485,8.572928,8.30144,8.590692,8.458594,8.859019,8.975241,8.655694,8.72661,8.416859,8.37641,8.576517,8.34522
547.117388808936/679.247089944213,8.440319,8.780355,9.135213,8.415343,9.754203,9.794197,8.922502,9.079377,8.677625,8.752294,9.154687,9.466102,8.851376,9.313776,9.063518,9.602591,9.464459,9.262464,8.682181,8.555956,9.139006,9.452039,9.013289,8.854679,9.645533,9.788597,9.299417,9.296133,8.894839,9.130031,8.334564,8.297097,9.315691,8.66578,9.589276,9.828354,9.510429,9.673932,8.639161,8.957118,9.098197,8.903558,8.949288,9.039303,8.702376,9.002178
357.059036522581/667.087688275462,7.31997,7.748527,7.973888,7.871032,8.08726,7.99215,7.872287,7.802554,8.617601,8.30332,7.700269,9.116446,7.633458,7.783846,8.473198,7.460716,9.208917,9.271863,8.643785,9.04647,9.255692,8.855326,8.234097,8.211008,9.551003,8.9848,9.432797,9.663386,9.735761,8.869069,8.686905,8.482537,9.148641,9.080883,9.863573,9.85536,9.198333,9.25677,8.277525,8.003268,8.809874,8.572721,8.536918,8.495544,8.543949,8.825408
567.24701944987/713.383533829556,7.834522,7.555889,7.89297,7.456009,8.061725,8.434662,7.211117,7.494443,6.843706,6.689587,6.443078,6.787903,6.340098,6.628651,6.751579,6.746043,5.411154,5.668432,5.900565,6.403888,6.678157,6.581311,6.989604,7.184513,6.055518,6.113193,5.61111,6.270995,6.428902,6.788574,7.459394,7.59207,5.100462,5.643428,6.634319,6.222838,5.414928,6.195907,8.828524,8.632961,6.975378,7.453166,6.487298,7.14123,7.497106,7.417353
458.954156708299/578.165202281809,8.482209,8.011555,8.484266,8.263342,9.100528,8.848963,7.617722,8.032846,8.49,8.020152,8.578111,8.396417,8.90441,8.169128,8.12421,8.188189,10.181576,10.793601,8.580198,9.923122,10.94853,11.342689,10.755111,9.941431,14.162277,14.028354,12.225054,12.325665,13.569903,13.381315,12.723282,13.012697,11.478604,12.2909,13.450617,14.155099,14.916533,15.219161,13.333275,14.228212,11.997743,12.649532,12.52807,12.892325,12.973955,12.526924
572.889047723067/702.394666627044,7.482233,7.233977,7.050551,7.456009,7.926798,8.064299,7.177172,7.494443,7.10148,7.037474,7.457927,6.916214,6.791405,7.378606,8.336464,8.063257,6.986572,7.649096,7.218905,7.639839,7.679327,7.797782,9.583122,9.526064,8.338369,8.394688,8.29278,8.288183,7.875525,8.168014,10.551797,10.393525,7.980718,8.47781,8.049894,8.135289,7.425179,7.725736,11.462517,11.299858,9.018632,8.948947,8.626086,8.481091,8.862749,8.861541
520.925188031113/516.197992377485,7.777155,8.616408,7.836388,8.308429,8.03573,8.350598,7.369806,8.106099,7.64307,7.601108,7.516223,8.155984,8.047047,7.123364,7.41049,7.362925,8.795204,8.164084,8.083582,8.312783,7.129578,7.770192,8.152443,7.528829,7.533777,7.956415,8.105881,7.802103,8.261861,8.087084,8.705776,8.196552,9.239369,8.663179,9.262044,8.508077,8.533432,8.40403,9.676882,8.386715,8.932716,8.356075,8.117235,8.187676,7.520966,8.143156
668.970898009183/1088.63941594789,8.213026,8.403866,7.777496,7.809633,9.716244,9.317359,8.727326,8.656689,9.110814,8.501626,9.101158,9.021289,8.002487,8.256951,9.784844,9.884335,9.099096,9.356752,8.533505,9.305043,8.571765,8.247767,9.251233,9.426195,9.343725,8.942927,8.94404,8.910011,8.374419,8.728772,8.609628,8.807563,8.03837,8.923685,8.660608,8.94474,8.512539,8.199865,8.808945,8.780879,8.554596,8.231797,8.753929,8.624269,8.38314,8.437986
31.292333435594/994.76030045146,12.53732,12.11209,13.68278,13.89736,10.69769,11.00662,13.03472,12.45448,12.26971,12.75445,13.13931,13.26098,12.61886,12.60831,12.14053,12.24576,11.29377,11.18959,12.71413,12.59891,11.93877,11.69438,12.0554,12.25452,11.3962,11.17995,11.30376,11.48361,10.94935,11.02845,11.62447,11.72189,11.92991,11.59648,11.47941,11.7112,10.61417,10.88006,10.91852,10.86427,11.85748,11.48864,11.79789,11.77428,11.9131,11.37105
883.75340833162/1308.55750534772,14.849103,13.987714,14.159511,13.332268,15.058102,13.958697,14.292471,13.597246,13.356355,12.511335,13.494462,13.151319,13.367865,12.682915,12.945069,12.20875,12.831246,11.951007,12.694352,12.138685,12.619474,12.438518,11.713584,11.303861,11.041846,9.675126,11.784019,11.792657,12.084579,10.703854,10.681137,10.280069,11.714946,11.248085,11.812367,10.698975,11.689541,11.597565,11.778463,11.165953,12.065456,12.162709,11.690733,11.987332,11.985895,11.169503
31.2229999073765/764.8031723313,10.203718,10.010169,11.521707,12.017313,10.664298,10.842375,10.003362,10.019255,10.190429,10.595885,10.481624,10.817246,9.775678,10.165437,10.195593,9.708852,8.038465,8.910972,10.706992,10.573808,9.52127,9.571228,10.30503,10.338924,9.262019,10.171559,9.367891,9.483799,9.75462,9.754633,9.989494,10.098951,9.668435,9.87485,9.628944,9.807908,9.51673,9.510871,8.631606,8.890588,9.132756,9.934528,9.411496,9.343577,9.497801,9.193938
561.56940339741/522.05633269496,12.505011,11.939175,11.907939,11.416457,12.913689,12.564437,12.20156,11.882751,11.153943,10.688863,11.175871,10.78149,11.023761,10.922333,10.439777,10.509845,10.21941,9.984772,10.297053,10.115013,9.712756,9.875855,9.21175,9.060211,8.840025,8.69051,9.538742,9.749509,9.331601,8.971387,8.925283,8.566249,9.573062,9.052315,9.750746,9.301686,8.531878,8.575791,8.802741,8.616066,10.423824,10.031621,10.095482,9.676103,9.545062,9.921538
821.452667771724/697.285897943542,16.4613,16.11873,15.32426,15.17542,15.90291,15.3092,16.25275,15.77776,15.25927,14.98239,14.55421,14.32184,14.43705,14.23384,14.43055,14.11774,14.18146,14.06537,14.12212,13.90488,13.51391,13.75644,13.10718,13.06516,13.00305,12.80766,13.30488,13.16486,13.15179,13.25333,12.38288,12.2847,13.31778,13.27032,13.67179,13.37095,13.02333,13.09618,12.56164,12.44123,13.80498,13.79897,13.78927,13.80054,13.72402,13.49883
595.896143863076/1114.58993175159,7.90699,7.950156,8.123263,7.958493,7.839338,8.407181,7.762107,8.032846,6.843706,7.002712,6.612975,7.062052,6.340098,6.628651,6.503687,7.288523,6.062897,6.374455,6.143754,6.555864,5.966445,6.810454,7.892972,7.093917,6.590421,6.971027,6.529028,6.742982,5.73547,6.203207,7.763087,7.430512,6.806388,7.029471,6.914802,7.027692,5.976505,6.349221,8.732065,8.459741,6.459563,7.37187,7.184489,7.14123,7.369105,7.331627
493.581137673897/766.412310016991,7.542351,7.78415,7.716097,7.678393,7.713811,8.379167,7.512757,7.387532,6.178242,7.037474,6.612975,6.88519,6.151699,6.754165,6.646623,7.330956,5.247798,5.879836,6.16841,6.269616,6.085705,6.46092,7.397578,7.781939,6.246277,6.733657,6.073252,6.545564,6.278903,6.447874,7.59744,7.270367,5.473543,6.36831,6.827408,6.337024,5.530322,5.913962,8.727574,8.805733,7.087518,6.949875,6.618522,7.311144,7.589361,7.038865
353.518807929859/584.128657432072,7.810276,8.284569,8.53237,7.712339,8.463818,8.261332,7.850914,7.528389,7.786089,8.316868,8.224315,8.625308,8.233039,8.440903,7.919771,7.880622,9.169768,8.981718,9.095648,8.646609,8.891095,8.64246,7.934994,7.832209,9.335189,9.081075,9.600632,9.284772,9.439833,9.161555,8.645706,8.758195,9.261343,8.917353,9.615174,9.681752,9.403535,9.333836,8.590616,7.787615,8.495863,8.638354,8.54221,8.895344,8.354127,8.581164
31.1800527405321/1170.74101078114,10.884986,10.522881,11.20475,11.35755,10.267291,10.254576,10.90786,10.474132,9.913183,10.670439,10.648302,10.277456,10.519605,10.011178,9.323566,9.784514,9.511632,8.726329,10.206875,10.449909,9.493174,9.569833,9.349501,9.215528,8.403098,8.602187,8.558551,8.964248,8.918563,8.644652,9.282375,9.359641,9.206101,9.422079,8.743471,8.509151,8.241117,8.342862,8.717147,8.570235,9.153739,9.059775,8.932799,9.313689,8.983499,9.441624
373.261089124178/353.96053915037,10.171025,9.667596,8.671554,9.130188,10.214359,10.041509,9.629816,9.694552,10.376364,10.040303,8.143396,8.438379,10.391938,9.919566,9.217812,9.086582,9.978335,9.478105,8.565455,8.890856,8.851389,9.234944,8.338014,8.403634,8.416677,8.595191,7.41972,7.327895,8.56504,8.709968,7.906737,7.363672,9.13375,9.244994,7.18931,7.30787,7.895368,7.821345,7.406252,7.790853,8.538863,8.803017,8.526708,8.226664,8.52405,8.384786
385.632070976391/600.142085721316,7.785614,7.852861,7.584857,7.83746,9.060757,8.099064,7.339434,8.168195,8.596198,8.490596,8.679311,8.674444,8.977902,8.298409,8.680159,8.592965,9.573931,9.441434,9.299593,8.894891,10.159726,9.747508,9.091807,8.968335,9.291897,9.344469,10.054848,9.600465,9.87405,10.088889,9.287306,9.628477,9.600127,9.826215,10.300074,9.591158,9.906519,9.893022,9.34473,8.915925,9.116128,8.994631,8.738716,9.364744,9.021824,9.25604
540.499960380688/900.217878883566,8.077373,8.284569,7.947416,8.373523,8.217965,9.403465,8.399525,8.454504,8.238941,8.500362,8.606181,8.73115,8.515015,8.72371,9.019275,9.640196,7.869464,8.401496,8.192473,8.59138,10.198237,9.700195,8.252968,8.92626,9.297545,9.638059,8.935819,8.767845,10.013602,10.399218,8.532841,8.648874,8.268509,8.976683,7.073349,7.233117,9.393879,9.603044,7.593544,8.477871,8.077373,8.271239,8.471878,8.475118,8.594402,8.671081
355.402210436369/551.15655054826,7.90491,8.492674,7.92045,8.514877,8.720667,8.53963,7.621751,7.147872,8.073161,8.288965,8.885892,8.282595,7.975035,7.890323,7.580847,7.592108,9.653955,8.644119,8.403089,8.072984,8.596283,8.391997,7.443367,8.206265,8.471386,8.658793,9.202329,8.622503,8.953971,8.763991,8.326162,8.257955,9.371197,8.66236,9.887342,9.338491,9.333564,8.888883,8.545569,7.940916,8.896424,8.127783,8.094868,8.029906,8.359149,8.926633
31.3003158903959/1198.72141500758,12.336581,12.100522,13.58193,13.271417,10.589271,10.107613,12.841312,12.423365,12.117804,11.814473,13.072964,12.424272,12.858785,12.53462,12.0255,11.959714,11.53716,11.233956,12.096063,11.972899,11.474832,11.337048,11.775288,11.840737,11.051654,10.905425,11.032057,11.225145,10.639551,11.344974,11.323652,11.187196,11.485112,11.093792,10.951953,11.017143,9.734797,10.285541,10.648975,10.55037,11.605688,11.101171,10.955209,11.448661,11.120604,11.13285
31.2462805697792/680.841594427614,10.827175,12.001114,13.018968,12.932675,9.638062,10.395828,10.821132,12.023377,12.102664,11.948193,10.41583,11.921358,10.584845,11.521287,11.265084,11.186266,9.399755,10.468867,11.092841,11.925692,11.182201,11.53034,11.542956,11.119825,10.700131,10.672857,11.190209,11.028117,10.979464,10.725344,10.759228,11.046203,9.680331,10.869621,9.810975,10.570387,9.534457,10.148473,8.940982,10.229034,9.912225,11.1483,10.746701,10.992317,10.77535,10.790143
581.127032363624/816.293366701972,8.821928,8.333477,8.450469,8.240258,8.502291,9.265077,8.227761,8.405884,7.993633,8.365687,8.530414,8.371478,9.023191,9.480712,8.890149,9.277677,8.575711,8.877512,8.630541,8.705681,9.754882,9.856313,9.663469,10.54602,9.154503,9.987632,9.408446,9.060803,9.694237,9.862613,8.940389,10.201372,9.435665,10.054336,9.845123,8.389589,9.367237,9.25315,8.899326,9.302951,9.389198,10.332136,9.968254,9.418709,11.029549,10.419278
582.191637541118/703.397155542952,7.600065,7.333507,7.402001,7.373551,8.11235,8.064299,7.276701,7.056348,6.74642,7.168709,7.047864,7.005473,6.812776,7.318903,6.895953,7.837122,6.486007,7.148082,7.069231,6.859232,6.493903,7.076504,8.65178,8.447382,7.312439,7.477586,7.061403,6.832127,6.920401,7.467138,8.914225,8.987332,7.331719,7.207621,7.3213,7.597974,6.522018,6.420173,9.928857,9.993239,7.654271,7.747146,7.792581,7.967166,7.88743,7.705586
924.460315369723/619.288133567641,20.34202,19.68066,19.60234,18.74663,20.03695,18.81125,20.29264,19.70447,18.9339,17.91532,18.5718,18.43151,18.51433,18.2645,18.68343,17.93746,18.22073,18.2111,17.86888,17.52711,17.64673,17.30521,17.51885,17.63636,16.32546,16.09388,17.21117,16.83823,17.05245,16.24117,16.36752,16.56922,17.27931,16.76986,17.54031,16.7324,16.72743,16.74259,16.66475,16.67388,17.56197,17.64926,17.69584,17.31509,17.21517,16.84282
551.858879223204/857.22725829853,10.217632,9.775307,9.17011,9.006404,9.259646,9.434655,10.042195,9.528294,8.772358,8.910028,9.063854,8.51131,8.900163,8.651772,7.966081,8.095248,8.439565,8.448746,8.965009,8.788415,9.29515,9.303747,8.163569,8.511142,8.506576,8.78789,9.296656,9.424687,8.948471,9.49302,8.370574,8.7882,8.280665,8.259588,7.48413,7.979679,8.854479,8.986318,8.679826,8.582469,8.184887,8.211687,8.464096,8.905754,8.492051,8.890623
553.082686574836/792.206661893989,7.451207,7.886027,8.146721,7.745505,8.061725,8.230306,7.399551,7.564301,7.85671,8.325242,8.309202,7.967075,9.113254,8.181935,7.953736,7.681848,8.574764,8.617403,9.134196,9.325524,8.864748,9.001847,8.422383,8.477527,8.077882,8.306763,9.06795,9.468419,8.91278,9.192823,8.397584,8.506615,8.284099,8.685796,7.566444,8.097138,8.976253,8.819444,8.671364,8.44408,8.454281,7.779315,8.507732,8.132972,8.490262,8.517786
498.37094651607/563.182690962406,8.403355,9.20794,9.123253,8.929912,8.93981,9.099053,8.52628,8.671956,7.905047,8.551996,7.612895,8.280429,7.678337,7.883379,7.518544,7.562271,7.157939,7.860431,7.514419,8.02073,6.498914,7.220884,7.336181,7.192418,7.691722,7.31847,7.703817,8.259154,8.056485,7.871268,8.286425,7.971846,8.83725,8.526666,8.494523,8.940684,7.870237,8.424047,8.664347,8.782291,7.340132,7.856378,8.173225,8.36919,7.614671,7.920227
534.345297830147/386.306121939469,7.175588,7.918448,7.099457,7.643628,8.052296,8.564721,7.244282,7.459679,8.635091,8.341213,9.011062,9.242023,8.523028,8.435911,8.795232,8.673469,9.139948,9.348808,8.302389,8.598401,8.252874,7.819496,8.737766,8.908835,9.714841,9.179656,8.976816,8.839176,8.610074,8.559896,8.016445,8.067326,8.33169,8.532012,9.122091,8.998896,8.501752,8.593809,8.120816,8.326563,8.708471,8.145964,8.452415,8.55672,8.434499,8.159003
975.137770267955/859.428307664223,7.881827,8.596509,8.236918,8.415343,8.968606,8.461628,7.914106,8.124475,7.52955,7.815043,7.542194,7.571037,6.782427,6.813052,7.20405,7.698149,6.266308,6.699904,7.20448,7.598421,7.889582,7.890315,8.288324,7.875486,7.551341,8.474124,8.084629,8.259154,8.247968,8.194471,7.591389,7.1989,7.462326,8.273454,9.45442,9.955576,9.322083,9.067328,8.38359,8.497077,7.689487,7.739064,7.679841,7.659052,7.919314,8.002296
31.166035434656/1123.26751723494,11.910994,11.120851,12.393373,12.151728,10.169037,10.434189,11.994574,11.769797,11.509472,10.856064,11.14649,11.561724,11.445571,11.505973,11.023239,10.981135,10.528848,10.573138,10.354676,10.356025,10.365396,10.294442,10.435667,10.296431,9.627256,9.764132,10.035467,10.124873,9.348238,9.703805,10.043646,10.248765,10.068953,9.809673,9.791259,9.657499,8.956308,8.823065,9.624729,9.126621,10.647057,10.46295,10.678344,10.790477,10.817729,10.757782
747.168121873287/310.213812584896,7.353915,8.426586,7.584857,7.712339,8.383648,8.099064,7.762107,7.459679,8.127435,7.794866,8.179921,7.931428,6.679526,6.661068,7.547987,7.309896,8.221635,8.307706,8.124787,7.251787,7.465789,6.282911,7.98808,8.233804,8.303978,8.052333,8.33316,8.390404,8.183398,7.006533,8.191501,8.697557,8.219857,7.454609,8.903055,8.48519,8.692714,8.618223,8.629249,7.671362,8.434637,8.244653,8.224149,7.861675,7.373509,7.756229
389.356510095429/627.161259645213,7.38708,8.576331,7.716097,7.712339,7.713811,8.261332,7.369806,8.830019,8.779504,8.833348,8.884374,7.943951,8.354599,8.454526,8.488465,8.246787,8.470777,8.696044,8.913133,9.061644,9.328046,9.481009,8.207973,8.239853,9.109292,8.771198,9.067802,9.286788,9.372108,9.441696,8.355647,8.709608,9.134551,8.7453,9.659259,9.41246,8.972125,9.144108,8.258213,8.492163,8.207973,8.814324,8.447389,8.361415,8.778279,8.728111
